Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,31987,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,9003.657736,125.0508019,10662.33333,18301.67275,31795,1,1,1.0,0.0,1,1,191,191.0,0.0,191,191,0,0,0,0,80,40,62.52540094,62.52540094,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,80,0,0,0,0,0,0,2,84,2,204,-1,-1,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,71884,4,2,152,276,38,38,38.0,0.0,138,138,138.0,0.0,5954.03706,83.46780925,14376.8,29859.67592,67699,1,67749,22583.0,39071.60949,67699,1,48,48.0,0.0,48,48,0,0,0,0,80,40,55.64520617,27.82260308,38,138,66.57142857,48.79500365,2380.952381,0,0,0,0,0,0,0,0,0,77.66666667,38.0,138.0,80,0,0,0,0,0,0,4,152,2,276,-1,-1,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,146115,1,1,51,175,51,51,51.0,0.0,175,175,175.0,0.0,1546.726893,13.68784861,146115.0,0.0,146115,146115,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6.843924306,6.843924306,51,175,92.33333333,71.59143338,5125.333333,0,0,0,0,0,0,0,0,1,138.5,51.0,175.0,32,0,0,0,0,0,0,1,51,1,175,-1,-1,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,32053,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,12479.33111,124.7933111,10684.33333,18499.74601,32046,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,62.39665554,62.39665554,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,40,0,0,0,0,0,0,2,72,2,328,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,98,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,122448.9796,20408.16327,98.0,0.0,98,98,98,98.0,0.0,98,98,0,0.0,0.0,0,0,0,0,0,0,40,0,20408.16327,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,439,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
47615,1056,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1893.939394,1056.0,0.0,1056,1056,1056,1056.0,0.0,1056,1056,0,0.0,0.0,0,0,0,0,0,0,64,0,1893.939394,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,90,-1,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,6020433,8,7,611,4463,342,0,76.375,125.4226426,1460,0,637.5714286,692.88187,842.7965231,2.491515145,430030.9286,1572371.828,5892780,1,6020433,860061.8571,2219395.904,5892780,48,49070,8178.333333,12455.10115,25025,1,0,0,0,0,172,152,1.328808077,1.162707068,0,1460,317.125,533.771596,284912.1167,0,0,0,1,0,0,0,0,0,338.2666667,76.375,637.5714286,172,0,0,0,0,0,0,8,611,7,4463,8192,980,7.0,20.0,127605.0,0.0,127605.0,127605.0,5892780.0,0.0,5892780.0,5892780.0,BENIGN
53,48247,1,1,47,125,47,47,47.0,0.0,125,125,125.0,0.0,3564.988497,41.45335461,48247.0,0.0,48247,48247,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.72667731,20.72667731,47,125,73.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,109.5,47.0,125.0,32,0,0,0,0,0,0,1,47,1,125,-1,-1,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,115770788,20,17,1153,1075,518,0,57.65,158.5580667,907,0,63.23529412,221.2033932,19.24492386,0.31959703,3215855.222,4649979.576,10000000,4,116000000,6093199.368,4879188.486,10000000,4,111000000,6926981.0,4776965.595,10000000,517,0,0,0,0,648,552,0.172755151,0.146841879,0,907,58.63157895,184.8582249,34172.5633,0,0,0,1,0,0,0,0,0,60.21621622,57.65,63.23529412,648,0,0,0,0,0,0,20,1153,17,1075,29200,972,4.0,32.0,53513.36364,101068.7345,358247.0,22983.0,10000000.0,8224.581441,10000000.0,9997573.0,BENIGN
38978,728,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2747.252747,728.0,0.0,728,728,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1373.626374,1373.626374,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,227,229,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,94,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,127659.5745,21276.59574,94.0,0.0,94,94,94,94.0,0.0,94,94,0,0.0,0.0,0,0,0,0,0,0,40,0,21276.59574,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,60418,2,2,112,224,56,56,56.0,0.0,112,112,112.0,0.0,5561.256579,66.20543547,20139.33333,34878.01847,60413,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,40,33.10271773,33.10271773,56,112,78.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,98.0,56.0,112.0,64,0,0,0,0,0,0,2,112,2,224,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,58228683,2,2,131,229,75,56,65.5,13.43502884,157,72,114.5,60.1040764,6.182520048,0.068694667,19400000.0,33600000.0,58200000,534,58200000,58200000.0,0.0,58200000,58200000,58200000,58200000.0,0.0,58200000,58200000,0,0,0,0,52,52,0.034347334,0.034347334,56,157,83.2,42.18649073,1779.7,0,0,0,0,0,0,0,0,1,104.0,65.5,114.5,52,0,0,0,0,0,0,2,131,2,229,-1,-1,1.0,20.0,30719.0,0.0,30719.0,30719.0,58200000.0,0.0,58200000.0,58200000.0,BENIGN
123,68016606,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.822840058,0.058809168,22700000.0,39200000.0,68000000,16263,68000000,68000000.0,0.0,68000000,68000000,68000000,68000000.0,0.0,68000000,68000000,0,0,0,0,64,64,0.029404584,0.029404584,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1.0,32.0,16263.0,0.0,16263.0,16263.0,68000000.0,0.0,68000000.0,68000000.0,BENIGN
53,162,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,1037037.037,24691.35802,54.0,54.24942396,111,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,12345.67901,12345.67901,34,50,40.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,50.5,34.0,50.0,64,0,0,0,0,0,0,2,68,2,100,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,179,2,2,76,172,38,38,38.0,0.0,86,86,86.0,0.0,1385474.86,22346.36872,59.66666667,61.07645482,125,4,4,4.0,0.0,4,4,50,50.0,0.0,50,50,0,0,0,0,64,64,11173.18436,11173.18436,38,86,57.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,71.5,38.0,86.0,64,0,0,0,0,0,0,2,76,2,172,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1083,60,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,200000.0,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16666.66667,16666.66667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,402,258,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,31496,2,2,60,414,30,30,30.0,0.0,207,207,207.0,0.0,15049.5301,127.000254,10498.66667,18140.93739,31446,2,48,48.0,0.0,48,48,2,2.0,0.0,2,2,0,0,0,0,64,40,63.500127,63.500127,30,207,100.8,96.94689268,9398.7,0,0,0,0,0,0,0,0,1,126.0,30.0,207.0,64,0,0,0,0,0,0,2,60,2,414,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,88,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,136363.6364,22727.27273,88.0,0.0,88,88,88,88.0,0.0,88,88,0,0.0,0.0,0,0,0,0,0,0,40,0,22727.27273,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,63140,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,31492,4,2,132,180,33,33,33.0,0.0,90,90,90.0,0.0,9907.278039,190.5245777,6298.4,8803.075644,18265,3,18271,6090.333333,10543.57062,18265,3,3,3.0,0.0,3,3,0,0,0,0,80,40,127.0163851,63.50819256,33,90,49.28571429,27.81315208,773.5714286,0,0,0,0,0,0,0,0,0,57.5,33.0,90.0,80,0,0,0,0,0,0,4,132,2,180,-1,-1,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,2,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,6000000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,40,0,1000000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,119094592,19,16,1602,852,633,0,84.31578947,190.3908415,282,0,53.25,113.5015418,20.60546964,0.293884041,3502782.118,4679728.411,10000000,52,119000000,6616366.222,4570180.279,10000000,15202,114000000,7574281.533,4261206.159,10000000,570,0,0,0,0,392,464,0.159537051,0.13434699,0,633,68.16666667,156.6503842,24539.34286,0,0,0,1,0,0,0,0,0,70.11428571,84.31578947,53.25,392,0,0,0,0,0,0,19,1602,16,852,8192,1032,18.0,20.0,331708.2727,1050133.866,3497981.0,14979.0,9996855.909,11671.57058,10000000.0,9961689.0,BENIGN
53,315,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,1034920.635,12698.4127,105.0,92.96773634,187,4,4,4.0,0.0,4,4,187,187.0,0.0,187,187,0,0,0,0,64,64,6349.206349,6349.206349,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,479412,2,2,66,238,33,33,33.0,0.0,119,119,119.0,0.0,634.1101182,8.343554187,159804.0,276743.6149,479360,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,4.171777094,4.171777094,33,119,67.4,47.10413995,2218.8,0,0,0,0,0,0,0,0,1,84.25,33.0,119.0,40,0,0,0,0,0,0,2,66,2,238,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,60663,1,1,47,79,47,47,47.0,0.0,79,79,79.0,0.0,2077.048613,32.9690256,60663.0,0.0,60663,60663,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.4845128,16.4845128,47,79,57.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,86.5,47.0,79.0,20,0,0,0,0,0,0,1,47,1,79,-1,-1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
123,69035685,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.781170347,0.057941049,23000000.0,39800000.0,69000000,23879,69000000,69000000.0,0.0,69000000,69000000,69000000,69000000.0,0.0,69000000,69000000,0,0,0,0,64,64,0.028970524,0.028970524,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1.0,32.0,23879.0,0.0,23879.0,23879.0,69000000.0,0.0,69000000.0,69000000.0,BENIGN
53,126030,2,2,72,370,36,36,36.0,0.0,185,185,185.0,0.0,3507.101484,31.73847497,42010.0,72758.25827,126024,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,15.86923748,15.86923748,36,185,95.6,81.61066107,6660.3,0,0,0,0,0,0,0,0,1,119.5,36.0,185.0,40,0,0,0,0,0,0,2,72,2,370,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,92107,1,1,50,141,50,50,50.0,0.0,141,141,141.0,0.0,2073.675182,21.71387625,92107.0,0.0,92107,92107,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10.85693813,10.85693813,50,141,80.33333333,52.5388745,2760.333333,0,0,0,0,0,0,0,0,1,120.5,50.0,141.0,20,0,0,0,0,0,0,1,50,1,141,-1,-1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,5126620,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.780241173,1708873.333,2959076.897,5125721,137,5126620,2563310.0,3623796.389,5125721,899,0,0.0,0.0,0,0,0,0,0,0,104,40,0.585180879,0.195060293,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack - Brute Force
42682,294,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6802.721088,294.0,0.0,294,294,294,294.0,0.0,294,294,0,0.0,0.0,0,0,0,0,0,0,64,0,6802.721088,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,357,-1,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,177,2,2,76,154,38,38,38.0,0.0,77,77,77.0,0.0,1299435.028,22598.87006,59.0,96.99484522,171,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11299.43503,11299.43503,38,77,53.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,67.0,38.0,77.0,64,0,0,0,0,0,0,2,76,2,154,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,167,2,2,86,198,43,43,43.0,0.0,99,99,99.0,0.0,1700598.802,23952.09581,55.66666667,57.49202843,117,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,40,40,11976.0479,11976.0479,43,99,65.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,81.75,43.0,99.0,40,0,0,0,0,0,0,2,86,2,198,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
